PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA4810001,CITY OF BENICIA,Region 9,California,Community water system,"28,000",BENICIA,Solano,12,2,28
CA2310001,"FORT BRAGG, CITY OF",Region 9,California,Community water system,"7,250",FORT BRAGG,Mendocino,15,1,19
CA1500424,LANDS OF PROMISE MWC,Region 9,California,Community water system,174,,Kern,7,69,6
CA4710012,HAPPY CAMP C.S.D.,Region 9,California,Community water system,"1,100",,Siskiyou,5,6,21
CA1510025,STALLION SPRINGS CSD,Region 9,California,Community water system,"4,441",,Kern,33,10,16
CA3710011,JACUMBA COMMUNITY SD,Region 9,California,Community water system,561,,San Diego,16,7,10
CA1700549,CORINTHIAN BAY MUTUAL WATER COMPANY,Region 9,California,Community water system,150,,Lake,5,6,5
CA5610046,UNITED WTR CONS DIST,Region 9,California,Community water system,0,,Ventura,48,2,18
CA4200848,VISTA HILLS MUTUAL WATER COMPANY,Region 9,California,Community water system,75,,Santa Barbara,6,11,8
CA3910800,DEUEL VOCATIONAL INSTITUTION,Region 9,California,Community water system,"3,271",,San Joaquin,9,31,16
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,Region 9,California,Community water system,40,,Tulare,5,3,3
CA5800821,HERITAGE PARK,Region 9,California,Community water system,26,,Yuba,4,7,6
CA5610039,CHANNEL ISLANDS BEACH CSD,Region 9,California,Community water system,"5,180",,Ventura,11,0,15
CA1907014,NORTH TRAILS MUTUAL WATER COMPANY,Region 9,California,Community water system,100,,Los Angeles,20,9,11
CA4900577,RIO LINDO ADVENTIST ACADEMY,Region 9,California,Community water system,358,,Sonoma,7,11,6
CA5610080,PORT HUENEME WATER AGENCY,Region 9,California,Community water system,0,,Ventura,14,0,13
CA3010038,CITY OF SANTA ANA,Region 9,California,Community water system,"337,716",SANTA ANA,Orange,97,6,35
CA3600200,RANCHERITOS MWC,Region 9,California,Community water system,655,,San Bernardino,4,5,36
CA4700626,COVE MOBILE VILLA,Region 9,California,Community water system,105,,Siskiyou,3,18,15
CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,Region 9,California,Community water system,"37,687",,San Mateo,2,4,11
CA1210023,LOLETA C.S.D.,Region 9,California,Community water system,750,,Humboldt,13,4,19
CA4400559,SUMMIT MUTUAL WATER COMPANY,Region 9,California,Community water system,152,,Santa Cruz,5,31,15
CA5200588,JUANITA COURT MUTUAL WATER,Region 9,California,Community water system,42,,Tehama,3,13,6
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,Region 9,California,Community water system,118,,Sonoma,6,3,4
CA1100711,BUTTE CITY COMMUNITY S.D.,Region 9,California,Community water system,75,BUTTE CITY,Glenn,5,14,19
CA1502383,NORD ROAD WATER ASSOCIATION,Region 9,California,Community water system,32,,Kern,3,87,5
CA3500509,TRES PINOS CWD,Region 9,California,Community water system,350,,San Benito,3,14,12
CA2500801,NEWELL COUNTY WATER DISTRICT,Region 9,California,Community water system,300,,Modoc,7,14,12
CA5601401,KROTONA INSTITUTE,Region 9,California,Community water system,31,,Ventura,6,13,11
CA4901381,LICHAU HYLANDS MUTUAL WATER COMPANY,Region 9,California,Community water system,56,,Sonoma,4,0,2
CA4100583,BIANCHI FLOWERS INC,Region 9,California,Community water system,65,,San Mateo,4,3,22
CA3600155,RIVER RANCH MHP,Region 9,California,Community water system,700,,San Bernardino,6,5,35
CA4310021,PURISSIMA HILLS WATER DISTRICT,Region 9,California,Community water system,"6,190",,Santa Clara,2,4,14
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,Region 9,California,Community water system,250,,Humboldt,7,4,10
CA1500406,TRADEWIND WATER ASSOC.,Region 9,California,Community water system,632,,Kern,6,22,11
CA3010094,TRABUCO CANYON WATER DISTRICT,Region 9,California,Community water system,"13,659",,Orange,30,4,32
CA3310012,ELSINORE VALLEY MWD,Region 9,California,Community water system,"152,433",,Riverside,68,12,72
CA5200521,ANTELOPE CREEK MHP,Region 9,California,Community water system,175,,Tehama,3,4,4
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,Region 9,California,Community water system,105,,Kern,3,16,6
CA5200500,REEDS CREEK ESTATES,Region 9,California,Community water system,70,,Tehama,2,1,7
CA3900701,CURRIER ESTATES WATER CORP,Region 9,California,Community water system,148,,San Joaquin,4,10,52
CA3900505,FARMINGTON WATER COMPANY,Region 9,California,Community water system,270,,San Joaquin,7,26,111
CA3710001,CAL-AM WATER CORONADO,Region 9,California,Community water system,"95,000",,San Diego,10,0,20
CA3610050,"UPLAND, CITY OF",Region 9,California,Community water system,"78,564",UPLAND,San Bernardino,38,3,12
CA3310004,BOX SPRINGS MUTUAL WC,Region 9,California,Community water system,"3,542",,Riverside,7,8,8
CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,Region 9,California,Community water system,231,,Inyo,10,6,6
CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,Region 9,California,Community water system,30,,Inyo,4,3,11
CA1400034,KEOUGH'S HOT SPRINGS,Region 9,California,Community water system,175,,Inyo,3,12,11
CA1400059,BROOKSIDE MOBILE HOME PARK,Region 9,California,Community water system,126,,Inyo,4,4,8
CA0900422,CRYSTAL CAVES MHP,Region 9,California,Community water system,112,,El Dorado,5,9,4
CA4900728,EVERGREEN MOBILE ESTATES,Region 9,California,Community water system,70,,Sonoma,3,14,3
CA4900795,STONEGATE MOBILE HOME PARK,Region 9,California,Community water system,100,,Sonoma,3,7,4
CA2700709,RANCHO BORROMEO MWS,Region 9,California,Community water system,100,,Monterey,2,15,11
CA1502449,CYPRESS CANYON WATER SYSTEM,Region 9,California,Community water system,44,,Kern,3,103,9
CA5610009,PORT HUENEME WATER DEPT,Region 9,California,Community water system,"21,926",,Ventura,14,7,15
CA5610020,THOUSAND OAKS WATER DEPT,Region 9,California,Community water system,"53,157",,Ventura,2,0,16
CA3900719,MOKELUMNE MOBILE SENIOR PARK,Region 9,California,Community water system,55,,San Joaquin,3,15,45
CA1910073,"LOMITA-CITY, WATER DEPT.",Region 9,California,Community water system,"20,256",LOMITA,Los Angeles,7,2,20
CA1100436,ORLAND OAKS MHP,Region 9,California,Community water system,186,,Glenn,3,7,14
CA0103041,TRAILER HAVEN MOBILE HOME PARK,Region 9,California,Community water system,459,,Alameda,3,3,7
CA3110012,AGATE BAY WATER COMPANY,Region 9,California,Community water system,"2,500",,Placer,5,45,8
CA1910012,BELLFLOWER HOME GARDEN WATER COMPANY,Region 9,California,Community water system,"1,129",,Los Angeles,8,2,22
CA0310001,CITY OF JACKSON,Region 9,California,Community water system,"4,686",JACKSON,Amador,4,6,19
CA5010006,CITY OF WATERFORD,Region 9,California,Community water system,"8,788",MODESTO,Stanislaus,13,6,20
CA5010026,WATERFORD - HICKMAN,Region 9,California,Community water system,597,MODESTO,Stanislaus,6,4,18
CA5010042,WATERFORD-RIVER POINTE,Region 9,California,Community water system,"1,079",,Stanislaus,5,0,7
CA5010014,"OAKDALE, CITY OF",Region 9,California,Community water system,"22,348",OAKDALE,Stanislaus,11,9,20
CA4900905,MARK WEST MEADOWS MUTUAL WATER,Region 9,California,Community water system,25,,Sonoma,4,6,4
CA5200255,CORNING RV PARK,Region 9,California,Community water system,112,,Tehama,2,0,6
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",Region 9,California,Community water system,"62,183",MONTEREY PARK,Los Angeles,51,1,47
CA4910009,"SANTA ROSA, CITY OF",Region 9,California,Community water system,"173,648",SANTA ROSA,Sonoma,17,0,11
CA3200509,CLIO PUBLIC UTILITY DISTRICT,Region 9,California,Community water system,79,,Plumas,6,15,11
CA3900831,ARBOR MOBILE HOME PARK WS,Region 9,California,Community water system,340,,San Joaquin,7,16,24
CA3710045,POSEIDON RESOURCES - CDP,Region 9,California,Community water system,0,,San Diego,7,0,3
CA1910213,"TORRANCE-CITY, WATER DEPT.",Region 9,California,Community water system,"108,649",TORRANCE,Los Angeles,25,25,33
CA5200559,ABBEY OF NEW CLAIRVAUX,Region 9,California,Community water system,25,,Tehama,5,18,14
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,Region 9,California,Community water system,169,,San Mateo,13,25,45
CA3600400,APPLE VALLEY VILLAGE MHE,Region 9,California,Community water system,180,,San Bernardino,3,3,43
CA2700586,GABILAN WC,Region 9,California,Community water system,535,,Monterey,7,24,11
CA1510011,BUTTONWILLOW CWD,Region 9,California,Community water system,"1,508",,Kern,8,10,11
CA2701740,BLUFFS WS,Region 9,California,Community water system,120,,Monterey,5,6,11
CA4500015,"SHASTA CSA - CASTELLA, #3",Region 9,California,Community water system,252,,Shasta,3,30,11
CA4500028,"SHASTA CSA - CRAGVIEW, #23",Region 9,California,Community water system,218,,Shasta,3,31,11
CA4500317,"SHASTA CSA - FRENCH GULCH, #11",Region 9,California,Community water system,277,,Shasta,3,9,9
CA4510004,"SHASTA CSA - JONES VALLEY, #6",Region 9,California,Community water system,"1,119",,Shasta,3,5,16
CA4500006,"SHASTA CSA - SUGARLOAF, #2",Region 9,California,Community water system,160,,Shasta,11,34,11
CA2701822,ROBLEY PROPERTY MWS,Region 9,California,Community water system,92,,Monterey,3,10,9
CA2700612,LAGUNA SECA WC,Region 9,California,Community water system,162,,Monterey,5,42,11
CA4500102,NORTH REDDING RV VILLAGE,Region 9,California,Community water system,78,,Shasta,7,5,12
CA5000071,TWIN CYPRESS MOBILE HOME PARK,Region 9,California,Community water system,112,,Stanislaus,3,6,16
CA3610024,HESPERIA WD,Region 9,California,Community water system,"97,846",,San Bernardino,47,3,13
CA4900901,SOBRE VISTA WATER COMPANY,Region 9,California,Community water system,80,,Sonoma,8,11,3
CA1910019,"CERRITOS - CITY, WATER DEPT.",Region 9,California,Community water system,"49,041",CERRITOS,Los Angeles,8,0,13
CA5000058,FISHERMAN'S BEND MHP,Region 9,California,Community water system,120,,Stanislaus,3,8,16
CA4200814,JONATA HOMEOWNERS ASSOCIATION,Region 9,California,Community water system,45,,Santa Barbara,4,1,1
CA1000063,NEW AUBERRY WATER ASSOCIATION,Region 9,California,Community water system,120,,Fresno,6,12,9
CA1210004,"EUREKA, CITY OF",Region 9,California,Community water system,"27,078",EUREKA,Humboldt,4,1,29
CA2300730,WESTPORT COUNTY WATER DISTRICT,Region 9,California,Community water system,369,,Mendocino,6,40,14
CA5710011,WILD WINGS GOLF COMMUNITY,Region 9,California,Community water system,"1,115",,Yolo,5,7,6
CA5700788,NORTH DAVIS MEADOWS,Region 9,California,Community water system,314,,Yolo,9,16,7
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,Region 9,California,Community water system,178,,Sonoma,7,5,3
CA4010005,OCEANO COMM SERVICES DIST.,Region 9,California,Community water system,"7,487",,San Luis Obispo,15,9,20
CA5400529,"SHADY GROVE  MHP, LLC",Region 9,California,Community water system,95,,Tulare,2,23,9
CA5000019,RIVERDALE PARK TRACT CSD,Region 9,California,Community water system,610,,Stanislaus,6,14,12
CA5500092,PONDEROSA MOBILE HOME PARK,Region 9,California,Community water system,52,,Tuolumne,5,6,11
CA4200580,SAN MARCOS MUTUAL WATER COMPANY,Region 9,California,Community water system,120,,Santa Barbara,8,6,15
CA4200721,NAPLES,Region 9,California,Community water system,67,,Santa Barbara,10,2,23
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,Region 9,California,Community water system,"4,096",,Los Angeles,50,1,40
CA4810800,CALIFORNIA STATE PRISON - SOLANO,Region 9,California,Community water system,"5,100",,Solano,6,4,18
CA3310802,CHUCKAWALLA VALLEY STATE PRISON,Region 9,California,Community water system,"6,507",,Riverside,11,9,7
CA3500930,BENITO VALLEY FARMS,Region 9,California,Community water system,44,,San Benito,3,15,1
CA2900546,SIERRA FRIENDS CENTER,Region 9,California,Community water system,125,,Nevada,3,32,10
CA4010014,CAMBRIA COMM SERVICES DIST,Region 9,California,Community water system,"6,032",,San Luis Obispo,16,7,19
CA4600019,SIERRA CO. W.W.D #1 CALPINE,Region 9,California,Community water system,225,,Sierra,4,58,17
CA2700740,SAN MIGUEL WS #03,Region 9,California,Community water system,45,,Monterey,1,8,9
CA2701705,TASSAJARA SPRINGS WS,Region 9,California,Community water system,150,,Monterey,9,33,4
CA3600262,SNOWCREST HEIGHTS IMP ASSOC,Region 9,California,Community water system,600,,San Bernardino,8,5,52
CA1910004,GSWC - ARTESIA,Region 9,California,Community water system,"48,150",,Los Angeles,43,2,18
CA1910011,"GSWC - BELL, BELL GARDENS",Region 9,California,Community water system,"58,269",,Los Angeles,43,3,35
CA1910030,GSWC - CULVER CITY,Region 9,California,Community water system,"36,364",SANTA FE SPRINGS,Los Angeles,13,1,32
CA1910072,GSWC - WILLOWBROOK,Region 9,California,Community water system,"11,069",,Los Angeles,6,0,15
CA1910077,GSWC - FLORENCE/GRAHAM,Region 9,California,Community water system,"66,422",,Los Angeles,42,0,14
CA1910098,GSWC - NORWALK,Region 9,California,Community water system,"43,903",,Los Angeles,35,1,29
CA1910195,GSWC - HOLLYDALE,Region 9,California,Community water system,"7,691",,Los Angeles,12,0,15
CA4210700,"AMERICAN WATER O&M, LLC - VAFB",Region 9,California,Community water system,"14,971",,Santa Barbara,22,8,14
CA4900568,VALLEY FORD WATER ASSOCIATION,Region 9,California,Community water system,61,,Sonoma,7,66,4
CA1500252,KERN VALLEY MUTUAL WATER COMPANY,Region 9,California,Community water system,47,,Kern,3,12,7
CA3910803,CDCR CALIFORNIA HEALTH CARE FACILITY,Region 9,California,Community water system,"8,455",STOCKTON,San Joaquin,3,0,0
CA5601104,CASITAS MUTUAL WATER COMPANY,Region 9,California,Community water system,238,,Ventura,6,12,8
CA5102025,YUBA APARTMENT HOMES,Region 9,California,Community water system,40,,Sutter,2,8,11
CA4300630,FOOTHILL MUTUAL WATER COMPANY,Region 9,California,Community water system,28,,Santa Clara,4,28,7
CA2810004,"ST. HELENA, CITY OF",Region 9,California,Community water system,"6,152",ST. HELENA,Napa,24,9,15
CA1500571,KERN MOBILE ESTATES LLC,Region 9,California,Community water system,73,,Kern,4,82,12
CA4000230,CANYON CREST MUTUAL BENEFIT WC,Region 9,California,Community water system,133,,San Luis Obispo,6,1,9
CA2701254,CARMEL RIVIERA MWC,Region 9,California,Community water system,584,,Monterey,28,33,6
CA4000834,ANZA VINEYARD ESTATES MUTUAL WATER CO,Region 9,California,Community water system,60,,San Luis Obispo,5,0,0
CA3410020,CITY OF SACRAMENTO MAIN,Region 9,California,Community water system,"510,931",SACRAMENTO,Sacramento,94,2,80
CA5305103,MAD RIVER COMPOUND - USFS,Region 9,California,Community water system,57,,Trinity,3,5,9
CA4900587,BRAND WATER COMPANY,Region 9,California,Community water system,112,,Sonoma,7,27,4
CA4200802,OAK TRAIL RANCH,Region 9,California,Community water system,105,,Santa Barbara,3,4,9
CA2900523,WASHINGTON WATER DISTRICT,Region 9,California,Community water system,330,,Nevada,4,35,18
CA1300616,PALO VERDE COUNTY WATER DIST.,Region 9,California,Community water system,410,,Imperial,5,10,21
CA4200807,WOODSTOCK RANCH,Region 9,California,Community water system,350,,Santa Barbara,13,2,8
CA4200731,ALEGRIA DOMESTIC MUTUAL WATER COMPANY,Region 9,California,Community water system,54,,Santa Barbara,11,1,6
CA4200678,SANTA ANITA MUTUAL WATER COMPANY,Region 9,California,Community water system,38,,Santa Barbara,5,0,10
CA4200714,SAN AUGUSTINE MUTUAL WATER COMPANY,Region 9,California,Community water system,43,,Santa Barbara,6,5,9
CA2900541,CHRISTIAN ENCOUNTER MINISTRIES,Region 9,California,Community water system,35,,Nevada,2,15,12
CA4200891,BOBCAT SPRINGS MUTUAL WATER COMPANY,Region 9,California,Community water system,120,,Santa Barbara,11,1,10
CA4200616,SKYLINE PARK,Region 9,California,Community water system,300,,Santa Barbara,4,18,9
CA4200881,OAK TRAIL ESTATES,Region 9,California,Community water system,210,,Santa Barbara,9,3,9
CA3700924,LAKE MORENA VIEWS MWC,Region 9,California,Community water system,360,,San Diego,9,19,15
CA3200148,FEATHER RIVER RV & MHP,Region 9,California,Community water system,700,,Plumas,4,1,10
CA2700772,STRUVE RD WS #02,Region 9,California,Community water system,166,,Monterey,3,21,11
CA1503526,WINI MUTUAL WATER COMPANY,Region 9,California,Community water system,29,,Kern,3,4,5
CA2710850,CORRECTIONAL TRAINING FACILITY - SOLEDAD,Region 9,California,Community water system,"5,500",,Monterey,10,15,12
CA3710006,"ESCONDIDO, CITY OF",Region 9,California,Community water system,"137,941",ESCONDIDO,San Diego,22,1,19
CA3110009,MEADOW VISTA CWD,Region 9,California,Community water system,"4,001",,Placer,3,0,18
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION,Region 9,California,Community water system,100,,San Mateo,5,28,44
CA5800828,COUNTRYSIDE MOBILE HOME PARK,Region 9,California,Community water system,185,,Yuba,4,25,5
CA3500823,BEST ROAD MWC,Region 9,California,Community water system,133,,San Benito,7,25,10
CA1010003,CITY OF CLOVIS,Region 9,California,Community water system,"120,891",CLOVIS,Fresno,114,5,19
CA1500443,CANYON MEADOWS MUTUAL WATER,Region 9,California,Community water system,394,,Kern,7,13,7
CA2000512,EAST ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,250,,Madera,25,37,9
CA5800820,RIVER HIGHLANDS CSD,Region 9,California,Community water system,200,,Yuba,4,6,6
CA3100023,AUBURN MOBILE HOME VILLAGE,Region 9,California,Community water system,59,,Placer,3,12,43
CA2600620,MOUNTAIN MEADOWS MWC,Region 9,California,Community water system,366,,Mono,6,27,19
CA0900308,QUINTETTE SERVICE CORP WATER,Region 9,California,Community water system,79,,El Dorado,3,22,5
CA2701553,POND-DEROSA OAKS WC,Region 9,California,Community water system,216,,Monterey,3,9,11
CA3610085,SAN ANTONIO WATER COMPANY,Region 9,California,Community water system,"3,371",,San Bernardino,26,4,14
CA3610002,ALPINE WATER USERS ASSOCIATION,Region 9,California,Community water system,"2,534",,San Bernardino,20,3,8
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,Region 9,California,Community water system,30,,Sonoma,4,47,3
CA4210007,MONTECITO WATER DIST,Region 9,California,Community water system,"11,428",,Santa Barbara,45,3,33
CA4300615,THOUSAND TRAILS - MORGAN HILL,Region 9,California,Community water system,508,,Santa Clara,3,3,5
CA1000407,GEORGE COX WATER SYSTEM,Region 9,California,Community water system,40,,Fresno,4,15,8
CA3610032,"NEEDLES, CITY OF",Region 9,California,Community water system,"5,183",NEEDLES,San Bernardino,17,6,10
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,Region 9,California,Community water system,"5,289",,Los Angeles,14,1,29
CA1910248,LOS ANGELES CWWD 37-ACTON,Region 9,California,Community water system,"6,600",,Los Angeles,7,0,26
CA1910070,"LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER",Region 9,California,Community water system,"187,372",,Los Angeles,126,4,63
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",Region 9,California,Community water system,"10,854",,Los Angeles,23,1,31
CA3210001,IVCSD-GREENVILLE,Region 9,California,Community water system,"1,129",,Plumas,8,26,22
CA3200510,IVCSD CRESCENT MILLS,Region 9,California,Community water system,258,,Plumas,6,4,12
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",Region 9,California,Community water system,"13,950",,Los Angeles,11,1,30
CA5800824,COUNTRY VILLAGE MOBILE HOME PARK,Region 9,California,Community water system,50,,Yuba,3,7,4
CA1910051,"INGLEWOOD- CITY, WATER DEPT.",Region 9,California,Community water system,"86,584",INGLEWOOD,Los Angeles,20,4,39
CA1000069,SHAVER LAKE HEIGHTS PROP ASSN,Region 9,California,Community water system,345,,Fresno,6,11,7
CA4500089,PINE RIDGE PARK ESTATES,Region 9,California,Community water system,44,,Shasta,2,6,9
CA1000259,NEW HORIZONS MOBILE/RV PARK,Region 9,California,Community water system,82,,Fresno,3,19,11
CA5000072,MULBERRY MHP,Region 9,California,Community water system,148,,Stanislaus,3,9,11
CA3200127,ARLINGTON HEIGHTS MHP,Region 9,California,Community water system,33,,Plumas,4,17,14
CA1900520,THE VILLAGE MOBILE HOME PARK,Region 9,California,Community water system,50,,Los Angeles,6,26,11
CA2010800,CENTRAL CA WOMENS FACILITY,Region 9,California,Community water system,"2,374",,Madera,8,0,8
CA2310013,POINT ARENA WATER WORKS,Region 9,California,Community water system,472,,Mendocino,10,1,7
CA3610052,VICTORVILLE WATER DISTRICT,Region 9,California,Community water system,"124,653",,San Bernardino,90,9,18
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,Region 9,California,Community water system,25,,San Bernardino,3,1,27
CA5000218,COUNTRY VILLA APTS,Region 9,California,Community water system,60,,Stanislaus,5,67,16
CA4500200,AMBERWOOD MOBILE HOME PARK,Region 9,California,Community water system,120,,Shasta,4,6,13
CA1900523,WHITE FENCE FARMS MWC NO.3,Region 9,California,Community water system,749,,Los Angeles,7,25,20
CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,Region 9,California,Community water system,44,,San Benito,5,5,6
CA2100579,NICASIO VALLEY RANCH MUTUAL,Region 9,California,Community water system,43,,Marin,4,14,2
CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,Region 9,California,Community water system,"7,236",,Orange,20,0,14
CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,Region 9,California,Community water system,"53,965",,Orange,41,0,18
CA3010022,GOLDEN STATE WC - WEST ORANGE COUNTY,Region 9,California,Community water system,"115,128",,Orange,63,0,23
CA0110001,ALAMEDA COUNTY WATER DISTRICT,Region 9,California,Community water system,"351,000",,Alameda,63,3,33
CA1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",Region 9,California,Community water system,811,,Los Angeles,7,1,21
CA1910075,LOS ANGELES CWWD 21-KAGEL CANYON,Region 9,California,Community water system,559,,Los Angeles,6,1,20
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,Region 9,California,Community water system,"22,077",,Los Angeles,7,4,57
CA1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",Region 9,California,Community water system,"1,326",,Los Angeles,4,1,21
CA3500825,UNION HEIGHTS MWC,Region 9,California,Community water system,98,,San Benito,6,13,11
CA4000200,BASSI RANCH MUTUAL WATER CO.,Region 9,California,Community water system,85,,San Luis Obispo,9,3,10
CA3700962,OAKVALE PARK,Region 9,California,Community water system,100,,San Diego,7,23,17
CA0510011,SNOWSHOE SPRINGS ASSN.,Region 9,California,Community water system,596,,Calaveras,3,5,12
CA3600139,JUBILEE MWC,Region 9,California,Community water system,710,,San Bernardino,4,10,41
CA1510054,PINON PINES MWC,Region 9,California,Community water system,642,,Kern,7,31,6
CA1710015,HIDDEN VALLEY LAKE CSD,Region 9,California,Community water system,"8,227",,Lake,19,1,12
CA1910024,GSWC - CLAREMONT,Region 9,California,Community water system,"37,580",,Los Angeles,71,0,47
CA1910142,GSWC-SAN DIMAS,Region 9,California,Community water system,"55,338",,Los Angeles,51,2,31
CA1910212,GSWC-SOUTH ARCADIA,Region 9,California,Community water system,"27,113",,Los Angeles,30,1,32
CA1910223,GSWC-SOUTH SAN GABRIEL,Region 9,California,Community water system,"27,933",,Los Angeles,31,0,18
CA3700934,PAUMA VALLEY WATER COMPANY,Region 9,California,Community water system,193,,San Diego,12,66,11
CA2100565,GREEN GULCH FARM,Region 9,California,Community water system,75,,Marin,5,4,9
CA3410032,FOLSOM STATE PRISON,Region 9,California,Community water system,"5,422",,Sacramento,3,1,26
CA3110035,WEIMAR WATER COMPANY,Region 9,California,Community water system,"1,500",,Placer,3,2,11
CA3010001,CITY OF ANAHEIM,Region 9,California,Community water system,"365,987",ANAHEIM,Orange,127,1,28
CA4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,Region 9,California,Community water system,100,,Sonoma,4,11,6
CA4700872,MONTE SHASTA M.W.C.,Region 9,California,Community water system,150,,Siskiyou,5,3,5
CA4700551,COPCO LAKE MWC,Region 9,California,Community water system,181,,Siskiyou,8,29,6
CA5610019,CAMARILLO WATER DEPT,Region 9,California,Community water system,"40,481",,Ventura,23,0,20
CA2210924,YOSEMITE WEST WATER SYSTEM,Region 9,California,Community water system,420,,Mariposa,5,13,6
CA2210901,MPWD-COULTERVILLE CSA 1,Region 9,California,Community water system,193,,Mariposa,3,10,8
CA4400585,RIDGEVIEW ESTATES MWC,Region 9,California,Community water system,45,,Santa Cruz,3,9,12
CA3301180,ANZA MUTUAL WATER COMPANY,Region 9,California,Community water system,224,,Riverside,3,27,13
CA3600088,DESERT DAWN MWC,Region 9,California,Community water system,150,,San Bernardino,3,7,39
CA1502653,BELLA VISTA MUTUAL WATER COMPANY,Region 9,California,Community water system,150,,Kern,5,8,6
CA2600547,CROWLEY LAKE TRAILER PARK,Region 9,California,Community water system,230,,Mono,5,29,7
CA4300567,BURCHELL ROAD WATER ASSOCIATION,Region 9,California,Community water system,132,,Santa Clara,4,20,7
CA1503226,QVWD-WEST & EAST COMBINED WATER SYSTEM,Region 9,California,Community water system,207,,Kern,10,24,6
CA4500235,WOODRIDGE MUTUAL WATER CO,Region 9,California,Community water system,187,,Shasta,9,5,12
CA1200566,ORLEANS MUTUAL WATER CO.,Region 9,California,Community water system,85,,Humboldt,3,51,8
CA1210008,GARBERVILLE SANITARY DISTRICT,Region 9,California,Community water system,"1,500",,Humboldt,6,2,15
CA3010046,CITY OF TUSTIN,Region 9,California,Community water system,"68,088",TUSTIN,Orange,49,7,28
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,Region 9,California,Community water system,45,,Sonoma,3,19,5
CA2700775,TIERRA VERDE MWC,Region 9,California,Community water system,48,,Monterey,3,23,9
CA4310028,SAN JOSE STATE UNIVERSITY,Region 9,California,Community water system,"30,000",,Santa Clara,10,4,26
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,Region 9,California,Community water system,"11,784",NEWMAN,Stanislaus,16,10,16
CA2000688,ECCO,Region 9,California,Community water system,100,,Madera,24,13,10
CA1010018,"KERMAN, CITY OF",Region 9,California,Community water system,"15,282",KERMAN,Fresno,24,10,12
CA4310027,SANTA CLARA VALLEY WATER DISTRICT,Region 9,California,Community water system,0,,Santa Clara,43,2,55
CA3610014,"COLTON, CITY OF",Region 9,California,Community water system,"55,430",COLTON,San Bernardino,47,0,14
CA4500066,CLEAR CREEK MOBILE PARK,Region 9,California,Community water system,75,,Shasta,7,9,12
CA4700528,SISKIYOU CO. ROLLING HILLS MWC,Region 9,California,Community water system,300,,Siskiyou,4,8,5
CA4900736,CLEAR CREEK WATER COMPANY,Region 9,California,Community water system,40,,Sonoma,3,8,4
CA2010005,YOSEMITE SPRING PARK UTIL CO,Region 9,California,Community water system,"6,224",,Madera,53,26,12
CA1206004,PALMER CREEK CSD,Region 9,California,Community water system,320,,Humboldt,5,4,8
CA4900846,ROLLING OAKS ROAD ASSOCIATION,Region 9,California,Community water system,25,,Sonoma,4,15,4
CA4901355,TERRACE VIEW WATER SYSTEM,Region 9,California,Community water system,60,,Sonoma,5,0,2
CA1009222,TERRA LINDA FARMS,Region 9,California,Community water system,40,,Fresno,3,54,13
CA1400518,VAN LOON WATER ASSOCIATION,Region 9,California,Community water system,25,,Inyo,3,5,3
CA1610006,STRATFORD PUD,Region 9,California,Community water system,"1,277",,Kings,9,9,10
CA4010830,CALIFORNIA MENS COLONY,Region 9,California,Community water system,"15,000",,San Luis Obispo,9,2,16
CA4010012,HERITAGE RANCH CSD,Region 9,California,Community water system,"2,981",,San Luis Obispo,4,9,18
CA4010832,ATASCADERO STATE HOSPITAL,Region 9,California,Community water system,"4,128",,San Luis Obispo,9,2,12
CA4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,Region 9,California,Community water system,"2,600",,San Luis Obispo,11,1,14
